timestamp,RND1,RND2,RND3,RND4
2024-10-18 01:34:00,1771.47,320.28,169.99,2036.36
2024-10-18 01:35:00,1771.54,320.28,169.97,2036.42
2024-10-18 01:36:00,1771.85,320.18,169.98,2036.42
2024-10-18 01:37:00,1771.3,320.13,169.97,2036.37
2024-10-18 01:38:00,1770.89,320.1,169.97,2036.35
2024-10-18 01:39:00,1770.71,320.14,169.96,2036.26
2024-10-18 01:40:00,1770.23,320.17,169.93,2036.47
2024-10-18 01:41:00,1770.79,320.1,169.95,2036.28
2024-10-18 01:42:00,1771.02,319.97,169.97,2036.43
2024-10-18 01:43:00,1771.27,319.89,169.96,2036.24
2024-10-18 01:44:00,1770.89,319.81,169.95,2036.2
2024-10-18 01:45:00,1771.12,319.77,169.93,2036.23
2024-10-18 01:46:00,1771.56,319.7,169.91,2036.4
2024-10-18 01:47:00,1771.75,319.72,169.91,2036.35
2024-10-18 01:48:00,1771.8,319.68,169.89,2036.39
2024-10-18 01:49:00,1772.18,319.64,169.89,2036.39
2024-10-18 01:50:00,1771.81,319.63,169.88,2036.49
2024-10-18 01:51:00,1772.58,319.63,169.84,2036.76
2024-10-18 01:52:00,1773.07,319.6,169.84,2036.65
2024-10-18 01:53:00,1772.88,319.6,169.85,2036.82
2024-10-18 01:54:00,1772.82,319.6,169.85,2036.96
2024-10-18 01:55:00,1772.4,319.61,169.82,2037.0
2024-10-18 01:56:00,1771.35,319.66,169.79,2036.84
2024-10-18 01:57:00,1771.5,319.68,169.75,2036.7
2024-10-18 01:58:00,1771.34,319.67,169.78,2036.88
2024-10-18 01:59:00,1772.24,319.65,169.77,2036.97
2024-10-18 02:00:00,1771.78,319.68,169.76,2037.06
2024-10-18 02:01:00,1772.15,319.66,169.76,2037.13
2024-10-18 02:02:00,1771.89,319.7,169.75,2037.01
2024-10-18 02:03:00,1772.19,319.66,169.74,2037.4
2024-10-18 02:04:00,1771.62,319.58,169.71,2037.52
2024-10-18 02:05:00,1771.92,319.55,169.69,2037.77
2024-10-18 02:06:00,1771.78,319.52,169.65,2038.0
2024-10-18 02:07:00,1771.6,319.49,169.64,2037.57
2024-10-18 02:08:00,1771.73,319.54,169.65,2037.68
2024-10-18 02:09:00,1771.95,319.57,169.62,2037.14
2024-10-18 02:10:00,1772.64,319.57,169.59,2037.07
2024-10-18 02:11:00,1772.79,319.55,169.58,2037.02
2024-10-18 02:12:00,1772.13,319.65,169.59,2037.29
2024-10-18 02:13:00,1772.27,319.58,169.57,2037.23
2024-10-18 02:14:00,1772.18,319.65,169.58,2037.17
2024-10-18 02:15:00,1772.36,319.75,169.56,2036.88
2024-10-18 02:16:00,1772.6,319.75,169.55,2036.97
2024-10-18 02:17:00,1772.44,319.7,169.54,2037.0
2024-10-18 02:18:00,1771.84,319.73,169.53,2036.85
2024-10-18 02:19:00,1771.65,319.79,169.51,2036.8
2024-10-18 02:20:00,1771.03,319.8,169.49,2036.68
2024-10-18 02:21:00,1771.62,319.81,169.52,2036.71
2024-10-18 02:22:00,1771.39,319.77,169.54,2036.59
2024-10-18 02:23:00,1771.7,319.73,169.56,2036.77
2024-10-18 02:24:00,1771.12,319.73,169.53,2037.02
2024-10-18 02:25:00,1771.21,319.75,169.57,2037.06
2024-10-18 02:26:00,1771.95,319.78,169.55,2037.26
2024-10-18 02:27:00,1772.27,319.79,169.55,2037.26
2024-10-18 02:28:00,1772.18,319.83,169.53,2037.47
2024-10-18 02:29:00,1773.18,319.8,169.53,2037.6
2024-10-18 02:30:00,1772.65,319.8,169.51,2037.43
2024-10-18 02:31:00,1772.92,319.82,169.55,2037.5
2024-10-18 02:32:00,1772.55,319.77,169.59,2037.69
2024-10-18 02:33:00,1772.16,319.86,169.56,2037.74
2024-10-18 02:34:00,1771.81,319.88,169.56,2038.05
2024-10-18 02:35:00,1771.59,319.94,169.54,2038.22
2024-10-18 02:36:00,1771.2,319.95,169.55,2038.04
2024-10-18 02:37:00,1771.24,319.99,169.54,2037.85
2024-10-18 02:38:00,1771.18,320.05,169.52,2037.76
2024-10-18 02:39:00,1771.56,320.13,169.52,2037.57
2024-10-18 02:40:00,1770.81,320.08,169.51,2037.78
2024-10-18 02:41:00,1770.96,320.07,169.51,2037.58
2024-10-18 02:42:00,1770.16,320.09,169.49,2037.59
2024-10-18 02:43:00,1769.58,320.02,169.49,2037.45
2024-10-18 02:44:00,1769.11,319.99,169.47,2037.59
2024-10-18 02:45:00,1769.06,319.94,169.48,2037.65
2024-10-18 02:46:00,1769.98,319.93,169.46,2037.79
2024-10-18 02:47:00,1769.82,319.98,169.46,2037.77
2024-10-18 02:48:00,1769.73,319.95,169.48,2037.8
2024-10-18 02:49:00,1769.28,319.97,169.49,2037.76
2024-10-18 02:50:00,1769.79,319.87,169.49,2037.47
2024-10-18 02:51:00,1769.8,319.8,169.49,2037.51
2024-10-18 02:52:00,1769.75,319.85,169.5,2037.39
2024-10-18 02:53:00,1769.79,319.78,169.53,2037.32
2024-10-18 02:54:00,1769.8,319.78,169.52,2037.35
2024-10-18 02:55:00,1769.83,319.74,169.52,2037.44
2024-10-18 02:56:00,1769.92,319.8,169.52,2037.28
2024-10-18 02:57:00,1770.3,319.78,169.53,2037.71
2024-10-18 02:58:00,1770.03,319.84,169.49,2037.7
2024-10-18 02:59:00,1769.83,319.78,169.5,2037.71
2024-10-18 03:00:00,1770.46,319.79,169.51,2037.9
2024-10-18 03:01:00,1771.26,319.78,169.51,2037.73
2024-10-18 03:02:00,1771.19,319.69,169.51,2037.37
2024-10-18 03:03:00,1771.72,319.75,169.51,2037.5
2024-10-18 03:04:00,1771.98,319.81,169.53,2037.49
2024-10-18 03:05:00,1771.78,319.78,169.52,2037.52
2024-10-18 03:06:00,1771.38,319.74,169.51,2037.51
2024-10-18 03:07:00,1771.8,319.65,169.52,2037.42
2024-10-18 03:08:00,1772.52,319.5,169.52,2037.47
2024-10-18 03:09:00,1772.86,319.5,169.49,2037.52
2024-10-18 03:10:00,1772.87,319.57,169.49,2037.85
2024-10-18 03:11:00,1773.31,319.6,169.5,2037.91
2024-10-18 03:12:00,1772.84,319.56,169.48,2037.85
2024-10-18 03:13:00,1772.85,319.57,169.48,2037.55
2024-10-18 03:14:00,1772.96,319.64,169.47,2037.44
2024-10-18 03:15:00,1773.41,319.72,169.47,2037.39
2024-10-18 03:16:00,1773.13,319.65,169.43,2037.46
2024-10-18 03:17:00,1772.77,319.67,169.46,2037.57
2024-10-18 03:18:00,1772.73,319.79,169.47,2037.71
2024-10-18 03:19:00,1772.55,319.69,169.47,2037.86
2024-10-18 03:20:00,1772.72,319.78,169.47,2037.94
2024-10-18 03:21:00,1772.41,319.76,169.47,2038.05
2024-10-18 03:22:00,1772.37,319.76,169.48,2038.03
2024-10-18 03:23:00,1772.89,319.8,169.52,2037.94
2024-10-18 03:24:00,1772.6,319.71,169.49,2038.07
2024-10-18 03:25:00,1772.43,319.74,169.49,2038.09
2024-10-18 03:26:00,1772.27,319.73,169.48,2038.22
2024-10-18 03:27:00,1772.25,319.73,169.49,2038.26
2024-10-18 03:28:00,1771.13,319.73,169.5,2038.24
2024-10-18 03:29:00,1771.24,319.65,169.47,2038.26
2024-10-18 03:30:00,1771.62,319.62,169.49,2038.03
2024-10-18 03:31:00,1771.57,319.69,169.52,2038.06
2024-10-18 03:32:00,1771.75,319.63,169.56,2037.99
2024-10-18 03:33:00,1771.42,319.7,169.57,2037.82
2024-10-18 03:34:00,1771.24,319.72,169.58,2037.55
2024-10-18 03:35:00,1771.29,319.79,169.59,2037.53
2024-10-18 03:36:00,1771.71,319.76,169.59,2037.78
2024-10-18 03:37:00,1772.0,319.78,169.56,2037.71
2024-10-18 03:38:00,1772.16,319.79,169.55,2037.37
2024-10-18 03:39:00,1772.72,319.8,169.53,2037.22
2024-10-18 03:40:00,1773.07,319.84,169.54,2037.01
2024-10-18 03:41:00,1773.0,319.84,169.54,2037.07
2024-10-18 03:42:00,1773.57,319.88,169.55,2036.75
2024-10-18 03:43:00,1774.45,319.93,169.56,2036.75
2024-10-18 03:44:00,1775.55,319.93,169.59,2036.79
2024-10-18 03:45:00,1774.92,319.97,169.6,2036.73
2024-10-18 03:46:00,1774.91,319.9,169.59,2036.79
2024-10-18 03:47:00,1775.5,319.99,169.59,2036.78
2024-10-18 03:48:00,1775.71,319.97,169.62,2036.56
2024-10-18 03:49:00,1775.89,320.01,169.6,2036.6
2024-10-18 03:50:00,1775.8,320.09,169.6,2036.84
2024-10-18 03:51:00,1776.06,320.05,169.58,2036.6
2024-10-18 03:52:00,1775.79,320.04,169.58,2036.79
2024-10-18 03:53:00,1775.64,320.11,169.59,2036.57
2024-10-18 03:54:00,1776.09,320.16,169.61,2036.66
2024-10-18 03:55:00,1776.4,320.11,169.62,2036.88
2024-10-18 03:56:00,1776.39,320.18,169.62,2036.95
2024-10-18 03:57:00,1776.95,320.12,169.6,2037.24
2024-10-18 03:58:00,1776.52,320.04,169.59,2037.41
2024-10-18 03:59:00,1776.83,319.98,169.56,2037.44
2024-10-18 04:00:00,1776.05,319.94,169.56,2037.51
2024-10-18 04:01:00,1776.16,319.98,169.55,2037.1
2024-10-18 04:02:00,1775.83,319.88,169.55,2036.97
2024-10-18 04:03:00,1776.17,319.85,169.54,2036.66
2024-10-18 04:04:00,1776.23,319.82,169.53,2036.69
2024-10-18 04:05:00,1776.55,319.78,169.53,2036.45
2024-10-18 04:06:00,1776.69,319.74,169.52,2036.38
2024-10-18 04:07:00,1776.96,319.68,169.5,2036.63
2024-10-18 04:08:00,1777.5,319.71,169.53,2036.41
2024-10-18 04:09:00,1778.02,319.68,169.53,2036.45
2024-10-18 04:10:00,1777.73,319.73,169.53,2036.47
2024-10-18 04:11:00,1777.52,319.79,169.48,2036.48
2024-10-18 04:12:00,1777.76,319.79,169.48,2036.74
2024-10-18 04:13:00,1777.4,319.81,169.48,2036.9
2024-10-18 04:14:00,1778.18,319.75,169.51,2036.47
2024-10-18 04:15:00,1778.06,319.74,169.53,2036.41
2024-10-18 04:16:00,1777.38,319.67,169.54,2036.5
2024-10-18 04:17:00,1777.52,319.6,169.54,2036.18
2024-10-18 04:18:00,1778.24,319.57,169.54,2036.35
2024-10-18 04:19:00,1777.95,319.49,169.53,2036.39
2024-10-18 04:20:00,1778.72,319.5,169.52,2036.37
2024-10-18 04:21:00,1778.56,319.52,169.52,2036.45
2024-10-18 04:22:00,1778.45,319.53,169.52,2036.43
2024-10-18 04:23:00,1778.97,319.47,169.53,2036.59
2024-10-18 04:24:00,1778.77,319.45,169.53,2036.82
2024-10-18 04:25:00,1779.23,319.48,169.49,2036.43
2024-10-18 04:26:00,1779.37,319.51,169.51,2036.54
2024-10-18 04:27:00,1778.62,319.48,169.49,2036.38
2024-10-18 04:28:00,1778.79,319.47,169.48,2036.17
2024-10-18 04:29:00,1778.92,319.48,169.51,2036.33
2024-10-18 04:30:00,1779.04,319.53,169.49,2036.03
2024-10-18 04:31:00,1778.55,319.46,169.47,2036.04
2024-10-18 04:32:00,1777.77,319.5,169.49,2036.05
2024-10-18 04:33:00,1778.22,319.57,169.47,2036.21
2024-10-18 04:34:00,1778.31,319.57,169.46,2035.88
2024-10-18 04:35:00,1778.64,319.61,169.46,2035.93
2024-10-18 04:36:00,1778.54,319.55,169.49,2035.92
2024-10-18 04:37:00,1778.96,319.52,169.49,2035.93
2024-10-18 04:38:00,1778.51,319.51,169.53,2036.16
2024-10-18 04:39:00,1778.23,319.48,169.49,2036.42
2024-10-18 04:40:00,1778.06,319.51,169.5,2036.37
2024-10-18 04:41:00,1778.57,319.48,169.5,2036.29
2024-10-18 04:42:00,1778.69,319.53,169.52,2036.64
2024-10-18 04:43:00,1778.42,319.59,169.51,2036.63
2024-10-18 04:44:00,1778.53,319.6,169.51,2036.66
2024-10-18 04:45:00,1778.01,319.59,169.51,2036.56
2024-10-18 04:46:00,1777.94,319.6,169.53,2036.78
2024-10-18 04:47:00,1777.87,319.46,169.54,2037.19
2024-10-18 04:48:00,1777.77,319.5,169.53,2037.27
2024-10-18 04:49:00,1777.77,319.48,169.53,2037.12
2024-10-18 04:50:00,1778.38,319.55,169.58,2037.09
2024-10-18 04:51:00,1778.32,319.68,169.55,2037.21
2024-10-18 04:52:00,1778.05,319.69,169.57,2037.12
2024-10-18 04:53:00,1778.19,319.73,169.54,2037.14
2024-10-18 04:54:00,1777.83,319.75,169.55,2037.1
2024-10-18 04:55:00,1776.86,319.71,169.53,2037.09
2024-10-18 04:56:00,1776.83,319.66,169.54,2036.74
2024-10-18 04:57:00,1776.32,319.64,169.58,2036.9
2024-10-18 04:58:00,1776.89,319.74,169.58,2036.99
2024-10-18 04:59:00,1776.54,319.72,169.55,2037.05
2024-10-18 05:00:00,1776.72,319.78,169.55,2036.99
2024-10-18 05:01:00,1776.11,319.77,169.55,2036.96
2024-10-18 05:02:00,1775.71,319.72,169.52,2036.71
2024-10-18 05:03:00,1775.01,319.64,169.54,2036.64
2024-10-18 05:04:00,1775.52,319.74,169.52,2036.63
2024-10-18 05:05:00,1775.81,319.77,169.5,2036.64
2024-10-18 05:06:00,1776.16,319.86,169.49,2036.65
2024-10-18 05:07:00,1776.05,319.83,169.49,2036.55
2024-10-18 05:08:00,1775.64,319.78,169.46,2036.36
2024-10-18 05:09:00,1775.75,319.74,169.41,2036.28
2024-10-18 05:10:00,1775.56,319.72,169.4,2036.11
2024-10-18 05:11:00,1776.35,319.69,169.4,2035.94
2024-10-18 05:12:00,1776.78,319.76,169.4,2036.22
2024-10-18 05:13:00,1777.2,319.71,169.38,2036.08
2024-10-18 05:14:00,1776.99,319.72,169.38,2035.93
2024-10-18 05:15:00,1777.02,319.8,169.39,2035.85
2024-10-18 05:16:00,1776.74,319.8,169.4,2036.06
2024-10-18 05:17:00,1776.82,319.71,169.4,2036.26
2024-10-18 05:18:00,1776.75,319.63,169.41,2035.96
2024-10-18 05:19:00,1777.01,319.7,169.4,2035.78
2024-10-18 05:20:00,1776.66,319.69,169.4,2035.42
2024-10-18 05:21:00,1776.52,319.72,169.39,2035.62
2024-10-18 05:22:00,1776.71,319.76,169.39,2035.62
2024-10-18 05:23:00,1776.73,319.78,169.41,2035.46
2024-10-18 05:24:00,1776.56,319.83,169.41,2035.43
2024-10-18 05:25:00,1776.27,319.8,169.44,2035.26
2024-10-18 05:26:00,1775.86,319.65,169.43,2035.27
2024-10-18 05:27:00,1776.37,319.66,169.41,2035.38
2024-10-18 05:28:00,1775.38,319.66,169.42,2035.09
2024-10-18 05:29:00,1774.98,319.55,169.42,2034.96
2024-10-18 05:30:00,1774.57,319.61,169.44,2034.95
2024-10-18 05:31:00,1774.57,319.68,169.49,2034.9
2024-10-18 05:32:00,1774.72,319.65,169.51,2035.11
2024-10-18 05:33:00,1775.06,319.57,169.51,2035.41
2024-10-18 05:34:00,1774.68,319.5,169.53,2035.41
2024-10-18 05:35:00,1774.15,319.49,169.53,2035.29
2024-10-18 05:36:00,1774.24,319.5,169.52,2035.43
2024-10-18 05:37:00,1773.88,319.52,169.52,2035.51
2024-10-18 05:38:00,1774.22,319.55,169.52,2035.7
2024-10-18 05:39:00,1773.92,319.5,169.54,2035.62
2024-10-18 05:40:00,1774.27,319.48,169.53,2035.77
2024-10-18 05:41:00,1774.72,319.41,169.56,2035.39
2024-10-18 05:42:00,1775.16,319.44,169.57,2035.21
2024-10-18 05:43:00,1776.0,319.58,169.58,2035.23
2024-10-18 05:44:00,1775.5,319.6,169.59,2035.37
2024-10-18 05:45:00,1775.15,319.54,169.58,2035.38
2024-10-18 05:46:00,1775.25,319.54,169.59,2035.64
2024-10-18 05:47:00,1774.86,319.48,169.59,2035.33
2024-10-18 05:48:00,1774.81,319.46,169.63,2034.91
2024-10-18 05:49:00,1774.94,319.46,169.6,2034.69
2024-10-18 05:50:00,1774.6,319.39,169.61,2034.54
2024-10-18 05:51:00,1774.34,319.47,169.61,2034.65
2024-10-18 05:52:00,1774.02,319.49,169.6,2034.81
2024-10-18 05:53:00,1774.11,319.46,169.6,2034.56
2024-10-18 05:54:00,1773.76,319.44,169.59,2034.76
2024-10-18 05:55:00,1774.31,319.38,169.6,2034.64
2024-10-18 05:56:00,1774.14,319.44,169.57,2034.86
2024-10-18 05:57:00,1774.17,319.48,169.59,2034.8
2024-10-18 05:58:00,1774.3,319.51,169.64,2034.94
2024-10-18 05:59:00,1774.66,319.44,169.66,2034.76
2024-10-18 06:00:00,1773.96,319.44,169.68,2034.69
2024-10-18 06:01:00,1774.57,319.53,169.69,2034.95
2024-10-18 06:02:00,1774.66,319.46,169.72,2035.05
2024-10-18 06:03:00,1774.9,319.45,169.71,2035.07
2024-10-18 06:04:00,1774.92,319.43,169.69,2034.98
2024-10-18 06:05:00,1775.47,319.43,169.66,2034.81
2024-10-18 06:06:00,1775.64,319.42,169.63,2034.79
2024-10-18 06:07:00,1775.51,319.47,169.66,2034.74
2024-10-18 06:08:00,1776.04,319.5,169.63,2034.69
2024-10-18 06:09:00,1775.6,319.4,169.64,2034.72
2024-10-18 06:10:00,1774.68,319.39,169.63,2034.74
2024-10-18 06:11:00,1773.94,319.38,169.64,2034.75
2024-10-18 06:12:00,1773.95,319.4,169.66,2034.74
2024-10-18 06:13:00,1774.31,319.41,169.64,2034.82
2024-10-18 06:14:00,1774.28,319.41,169.64,2034.79
2024-10-18 06:15:00,1774.73,319.41,169.66,2034.76
2024-10-18 06:16:00,1774.23,319.46,169.65,2034.37
2024-10-18 06:17:00,1774.47,319.43,169.66,2034.66
2024-10-18 06:18:00,1774.1,319.41,169.65,2034.51
2024-10-18 06:19:00,1774.58,319.38,169.65,2034.6
2024-10-18 06:20:00,1775.22,319.35,169.67,2034.6
2024-10-18 06:21:00,1774.5,319.37,169.71,2034.59
2024-10-18 06:22:00,1774.63,319.45,169.71,2034.79
2024-10-18 06:23:00,1774.89,319.44,169.69,2034.71
2024-10-18 06:24:00,1775.55,319.43,169.66,2034.7
2024-10-18 06:25:00,1775.12,319.46,169.69,2035.0
2024-10-18 06:26:00,1775.81,319.38,169.69,2035.02
2024-10-18 06:27:00,1775.71,319.32,169.73,2035.07
2024-10-18 06:28:00,1775.05,319.31,169.75,2035.15
2024-10-18 06:29:00,1775.35,319.3,169.75,2035.39
2024-10-18 06:30:00,1775.53,319.32,169.73,2035.18
2024-10-18 06:31:00,1775.62,319.27,169.72,2035.08
2024-10-18 06:32:00,1775.83,319.28,169.73,2034.93
2024-10-18 06:33:00,1775.95,319.23,169.71,2034.96
2024-10-18 06:34:00,1775.86,319.27,169.73,2034.88
2024-10-18 06:35:00,1775.28,319.19,169.75,2034.97
2024-10-18 06:36:00,1774.61,319.18,169.77,2035.06
2024-10-18 06:37:00,1775.23,319.25,169.79,2035.1
2024-10-18 06:38:00,1775.65,319.34,169.81,2035.28
2024-10-18 06:39:00,1775.96,319.34,169.8,2035.27
2024-10-18 06:40:00,1776.4,319.34,169.82,2035.34
2024-10-18 06:41:00,1776.19,319.32,169.81,2035.55
2024-10-18 06:42:00,1776.26,319.4,169.81,2035.39
2024-10-18 06:43:00,1775.9,319.35,169.81,2035.64
2024-10-18 06:44:00,1774.95,319.43,169.82,2035.49
2024-10-18 06:45:00,1774.7,319.41,169.81,2035.44
2024-10-18 06:46:00,1774.3,319.35,169.79,2035.58
2024-10-18 06:47:00,1774.55,319.32,169.81,2035.56
2024-10-18 06:48:00,1774.01,319.44,169.82,2035.38
2024-10-18 06:49:00,1774.83,319.43,169.83,2035.34
2024-10-18 06:50:00,1774.44,319.5,169.83,2035.32
2024-10-18 06:51:00,1774.38,319.57,169.87,2035.26
2024-10-18 06:52:00,1773.78,319.56,169.84,2035.28
2024-10-18 06:53:00,1773.93,319.55,169.82,2035.63
2024-10-18 06:54:00,1773.17,319.49,169.83,2035.48
2024-10-18 06:55:00,1772.96,319.43,169.78,2035.42
2024-10-18 06:56:00,1772.66,319.4,169.76,2035.9
2024-10-18 06:57:00,1772.58,319.32,169.75,2035.91
2024-10-18 06:58:00,1772.33,319.41,169.76,2035.73
2024-10-18 06:59:00,1772.4,319.42,169.75,2035.38
2024-10-18 07:00:00,1772.58,319.45,169.78,2035.23
2024-10-18 07:01:00,1772.6,319.28,169.75,2034.96
2024-10-18 07:02:00,1772.52,319.28,169.71,2034.73
2024-10-18 07:03:00,1771.2,319.24,169.72,2034.74
2024-10-18 07:04:00,1771.65,319.24,169.73,2034.83
2024-10-18 07:05:00,1771.59,319.25,169.76,2034.9
2024-10-18 07:06:00,1771.23,319.25,169.8,2035.13
2024-10-18 07:07:00,1771.73,319.36,169.79,2035.06
2024-10-18 07:08:00,1771.68,319.29,169.79,2034.97
2024-10-18 07:09:00,1771.95,319.35,169.77,2034.93
2024-10-18 07:10:00,1772.33,319.34,169.79,2035.29
2024-10-18 07:11:00,1773.0,319.23,169.8,2035.53
2024-10-18 07:12:00,1773.47,319.24,169.79,2035.65
2024-10-18 07:13:00,1772.96,319.23,169.78,2035.95
2024-10-18 07:14:00,1773.67,319.22,169.77,2036.09
2024-10-18 07:15:00,1773.95,319.2,169.79,2035.73
2024-10-18 07:16:00,1774.59,319.16,169.83,2035.77
2024-10-18 07:17:00,1774.69,319.13,169.83,2035.92
2024-10-18 07:18:00,1774.18,319.17,169.8,2035.98
2024-10-18 07:19:00,1773.48,319.28,169.79,2035.91
2024-10-18 07:20:00,1773.2,319.26,169.82,2035.83
2024-10-18 07:21:00,1773.63,319.28,169.81,2035.6
2024-10-18 07:22:00,1773.7,319.26,169.85,2035.56
2024-10-18 07:23:00,1774.42,319.25,169.84,2035.16
2024-10-18 07:24:00,1773.71,319.23,169.84,2035.36
2024-10-18 07:25:00,1774.07,319.22,169.83,2035.59
2024-10-18 07:26:00,1774.22,319.39,169.83,2035.72
2024-10-18 07:27:00,1774.08,319.38,169.83,2035.67
2024-10-18 07:28:00,1774.0,319.33,169.84,2035.77
2024-10-18 07:29:00,1774.13,319.3,169.83,2035.89
